,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
142212,548561,22555,PLASTERS IN TIN STRONGMAN,12,2011-04-01 10:11:00,1.65,16609.0,United Kingdom
142213,548561,22179,SET 10 LIGHTS NIGHT OWL,2,2011-04-01 10:11:00,6.75,16609.0,United Kingdom
142214,548561,22382,LUNCH BAG SPACEBOY DESIGN ,10,2011-04-01 10:11:00,1.65,16609.0,United Kingdom
142215,548561,22383,LUNCH BAG SUKI DESIGN ,10,2011-04-01 10:11:00,1.65,16609.0,United Kingdom
142216,548561,20711,JUMBO BAG TOYS ,10,2011-04-01 10:11:00,1.95,16609.0,United Kingdom
142217,548561,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-04-01 10:11:00,2.95,16609.0,United Kingdom
142218,548561,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,4,2011-04-01 10:11:00,4.15,16609.0,United Kingdom
142219,548561,21754,HOME BUILDING BLOCK WORD,3,2011-04-01 10:11:00,5.95,16609.0,United Kingdom
142220,548561,22120,WELCOME  WOODEN BLOCK LETTERS,3,2011-04-01 10:11:00,9.95,16609.0,United Kingdom
142221,548561,21755,LOVE BUILDING BLOCK WORD,3,2011-04-01 10:11:00,5.95,16609.0,United Kingdom
142222,548561,21756,BATH BUILDING BLOCK WORD,3,2011-04-01 10:11:00,5.95,16609.0,United Kingdom
142223,548561,22784,LANTERN CREAM GAZEBO ,3,2011-04-01 10:11:00,4.95,16609.0,United Kingdom
142224,548561,22796,PHOTO FRAME 3 CLASSIC HANGING,2,2011-04-01 10:11:00,9.95,16609.0,United Kingdom
142225,548561,22427,ENAMEL FLOWER JUG CREAM,3,2011-04-01 10:11:00,5.95,16609.0,United Kingdom
142226,548561,22487,WHITE WOOD GARDEN PLANT LADDER,1,2011-04-01 10:11:00,9.95,16609.0,United Kingdom
142227,548561,48194,DOORMAT HEARTS,2,2011-04-01 10:11:00,7.95,16609.0,United Kingdom
142228,548561,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,2011-04-01 10:11:00,7.95,16609.0,United Kingdom
142229,548561,48187,DOORMAT NEW ENGLAND,2,2011-04-01 10:11:00,7.95,16609.0,United Kingdom
142230,548561,84949,SILVER HANGING T-LIGHT HOLDER,6,2011-04-01 10:11:00,1.65,16609.0,United Kingdom
142231,548561,22464,HANGING METAL HEART LANTERN,12,2011-04-01 10:11:00,1.65,16609.0,United Kingdom
142232,548561,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-04-01 10:11:00,2.95,16609.0,United Kingdom
142233,548561,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,2011-04-01 10:11:00,0.95,16609.0,United Kingdom
142234,548561,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2011-04-01 10:11:00,2.95,16609.0,United Kingdom
142235,548561,84997D,CHILDRENS CUTLERY POLKADOT PINK,4,2011-04-01 10:11:00,4.15,16609.0,United Kingdom
142236,548561,22423,REGENCY CAKESTAND 3 TIER,1,2011-04-01 10:11:00,12.75,16609.0,United Kingdom
142237,548561,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-04-01 10:11:00,1.45,16609.0,United Kingdom
142238,548561,22654,DELUXE SEWING KIT ,3,2011-04-01 10:11:00,5.95,16609.0,United Kingdom
142239,548561,22614,PACK OF 12 SPACEBOY TISSUES,24,2011-04-01 10:11:00,0.29,16609.0,United Kingdom
142240,548561,21981,PACK OF 12 WOODLAND TISSUES ,24,2011-04-01 10:11:00,0.29,16609.0,United Kingdom
142241,548561,21982,PACK OF 12 SUKI TISSUES ,24,2011-04-01 10:11:00,0.29,16609.0,United Kingdom
142242,548561,10135,COLOURING PENCILS BROWN TUBE,10,2011-04-01 10:11:00,1.25,16609.0,United Kingdom
142243,548561,22617,BAKING SET SPACEBOY DESIGN,3,2011-04-01 10:11:00,4.95,16609.0,United Kingdom
142244,548561,22138,BAKING SET 9 PIECE RETROSPOT ,3,2011-04-01 10:11:00,4.95,16609.0,United Kingdom
142245,548561,22551,PLASTERS IN TIN SPACEBOY,12,2011-04-01 10:11:00,1.65,16609.0,United Kingdom
142246,548561,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,2011-04-01 10:11:00,1.65,16609.0,United Kingdom
142247,548562,22191,IVORY DINER WALL CLOCK,2,2011-04-01 10:18:00,8.5,,Israel
142248,548562,23052,RECYCLED ACAPULCO MAT TURQUOISE,2,2011-04-01 10:18:00,8.25,,Israel
142249,548562,23049,RECYCLED ACAPULCO MAT RED,2,2011-04-01 10:18:00,8.25,,Israel
142250,548562,22494,EMERGENCY FIRST AID TIN ,12,2011-04-01 10:18:00,1.25,,Israel
142251,548562,21260,FIRST AID TIN,6,2011-04-01 10:18:00,3.25,,Israel
142252,548562,22960,JAM MAKING SET WITH JARS,6,2011-04-01 10:18:00,4.25,,Israel
142253,548563,85099C,JUMBO  BAG BAROQUE BLACK WHITE,4,2011-04-01 10:21:00,2.08,18118.0,United Kingdom
142254,548563,22272,FELTCRAFT DOLL MARIA,1,2011-04-01 10:21:00,2.95,18118.0,United Kingdom
142255,548563,22751,FELTCRAFT PRINCESS OLIVIA DOLL,1,2011-04-01 10:21:00,3.75,18118.0,United Kingdom
142256,548563,22271,FELTCRAFT DOLL ROSIE,1,2011-04-01 10:21:00,2.95,18118.0,United Kingdom
142257,548563,22750,FELTCRAFT PRINCESS LOLA DOLL,2,2011-04-01 10:21:00,3.75,18118.0,United Kingdom
142258,548563,22570,FELTCRAFT CUSHION RABBIT,1,2011-04-01 10:21:00,3.75,18118.0,United Kingdom
142259,548563,22569,FELTCRAFT CUSHION BUTTERFLY,3,2011-04-01 10:21:00,3.75,18118.0,United Kingdom
142260,548563,21166,COOK WITH WINE METAL SIGN ,4,2011-04-01 10:21:00,2.08,18118.0,United Kingdom
142261,548563,21561,DINOSAUR LUNCH BOX WITH CUTLERY,1,2011-04-01 10:21:00,2.55,18118.0,United Kingdom
142262,548563,21242,RED RETROSPOT PLATE ,1,2011-04-01 10:21:00,1.69,18118.0,United Kingdom
142263,548563,21238,RED RETROSPOT CUP,1,2011-04-01 10:21:00,0.85,18118.0,United Kingdom
142264,548563,84789,ENCHANTED BIRD PLANT CAGE,2,2011-04-01 10:21:00,3.75,18118.0,United Kingdom
142265,548563,22993,SET OF 4 PANTRY JELLY MOULDS,9,2011-04-01 10:21:00,1.25,18118.0,United Kingdom
142266,548563,20845,ZINC HEART LATTICE 2 WALL PLANTER,2,2011-04-01 10:21:00,6.35,18118.0,United Kingdom
142267,548563,22501,PICNIC BASKET WICKER LARGE,1,2011-04-01 10:21:00,9.95,18118.0,United Kingdom
142268,548563,22525,CHILDRENS GARDEN GLOVES PINK,10,2011-04-01 10:21:00,1.25,18118.0,United Kingdom
142269,548563,22926,IVORY GIANT GARDEN THERMOMETER,3,2011-04-01 10:21:00,5.95,18118.0,United Kingdom
142270,C548564,20750,RED RETROSPOT MINI CASES,-1,2011-04-01 10:22:00,7.95,12616.0,France
142271,548565,47566,PARTY BUNTING,12,2011-04-01 10:23:00,4.95,16180.0,United Kingdom
142272,548565,22649,STRAWBERRY FAIRY CAKE TEAPOT,8,2011-04-01 10:23:00,4.95,16180.0,United Kingdom
142273,548565,22059,CERAMIC STRAWBERRY DESIGN MUG,12,2011-04-01 10:23:00,1.49,16180.0,United Kingdom
142274,548565,21931,JUMBO STORAGE BAG SUKI,10,2011-04-01 10:23:00,1.95,16180.0,United Kingdom
142275,548565,85099F,JUMBO BAG STRAWBERRY,10,2011-04-01 10:23:00,1.95,16180.0,United Kingdom
142276,548565,20712,JUMBO BAG WOODLAND ANIMALS,10,2011-04-01 10:23:00,1.95,16180.0,United Kingdom
142277,548565,23078,ICE CREAM PEN LIP GLOSS ,48,2011-04-01 10:23:00,1.25,16180.0,United Kingdom
142278,548565,23076,ICE CREAM SUNDAE LIP GLOSS,48,2011-04-01 10:23:00,1.25,16180.0,United Kingdom
142279,548565,23077,DOUGHNUT LIP GLOSS ,40,2011-04-01 10:23:00,1.25,16180.0,United Kingdom
142280,548565,85099B,JUMBO BAG RED RETROSPOT,10,2011-04-01 10:23:00,1.95,16180.0,United Kingdom
142281,548565,21937,STRAWBERRY   PICNIC BAG,5,2011-04-01 10:23:00,2.95,16180.0,United Kingdom
142282,548565,21936,RED RETROSPOT PICNIC BAG,5,2011-04-01 10:23:00,2.95,16180.0,United Kingdom
142283,548565,22386,JUMBO BAG PINK POLKADOT,10,2011-04-01 10:23:00,1.95,16180.0,United Kingdom
142284,548566,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,24,2011-04-01 10:27:00,1.25,17288.0,United Kingdom
142285,548566,22258,FELT FARM ANIMAL RABBIT,24,2011-04-01 10:27:00,1.25,17288.0,United Kingdom
142286,548566,21915,RED  HARMONICA IN BOX ,12,2011-04-01 10:27:00,1.25,17288.0,United Kingdom
142287,548566,21914,BLUE HARMONICA IN BOX ,12,2011-04-01 10:27:00,1.25,17288.0,United Kingdom
142288,548566,21128,GOLD FISHING GNOME,2,2011-04-01 10:27:00,6.95,17288.0,United Kingdom
142289,548566,22492,MINI PAINT SET VINTAGE ,36,2011-04-01 10:27:00,0.65,17288.0,United Kingdom
142290,548567,48138,DOORMAT UNION FLAG,4,2011-04-01 10:34:00,7.95,17965.0,United Kingdom
142291,548567,23078,ICE CREAM PEN LIP GLOSS ,24,2011-04-01 10:34:00,1.25,17965.0,United Kingdom
142292,548567,21411,GINGHAM HEART  DOORSTOP RED,1,2011-04-01 10:34:00,4.25,17965.0,United Kingdom
142293,548567,22082,RIBBON REEL STRIPES DESIGN ,5,2011-04-01 10:34:00,1.65,17965.0,United Kingdom
142294,548567,22508,DOORSTOP RETROSPOT HEART,1,2011-04-01 10:34:00,3.75,17965.0,United Kingdom
142295,548567,22076,6 RIBBONS EMPIRE  ,6,2011-04-01 10:34:00,1.65,17965.0,United Kingdom
142296,548567,22084,PAPER CHAIN KIT EMPIRE,5,2011-04-01 10:34:00,2.95,17965.0,United Kingdom
142297,548567,22091,EMPIRE TISSUE BOX,6,2011-04-01 10:34:00,1.25,17965.0,United Kingdom
142298,548567,22461,SAVOY ART DECO CLOCK,1,2011-04-01 10:34:00,12.75,17965.0,United Kingdom
142299,548567,82001S,VINYL RECORD FRAME SILVER,3,2011-04-01 10:34:00,3.75,17965.0,United Kingdom
142300,548567,22193,RED DINER WALL CLOCK,1,2011-04-01 10:34:00,8.5,17965.0,United Kingdom
142301,548567,22191,IVORY DINER WALL CLOCK,1,2011-04-01 10:34:00,8.5,17965.0,United Kingdom
142302,548567,23193,BUFFALO BILL TREASURE BOOK BOX,6,2011-04-01 10:34:00,2.25,17965.0,United Kingdom
142303,548567,23177,TREASURE ISLAND BOOK BOX,6,2011-04-01 10:34:00,2.25,17965.0,United Kingdom
142304,548567,23181,BULL DOG BOTTLE TOP WALL CLOCK,2,2011-04-01 10:34:00,8.25,17965.0,United Kingdom
142305,548567,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,1,2011-04-01 10:34:00,9.95,17965.0,United Kingdom
142306,548567,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,1,2011-04-01 10:34:00,2.1,17965.0,United Kingdom
142307,548567,22966,GINGERBREAD MAN COOKIE CUTTER,1,2011-04-01 10:34:00,1.25,17965.0,United Kingdom
142308,548567,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,2,2011-04-01 10:34:00,2.1,17965.0,United Kingdom
142309,548567,84375,SET OF 20 KIDS COOKIE CUTTERS,4,2011-04-01 10:34:00,2.1,17965.0,United Kingdom
142310,548567,23053,RECYCLED ACAPULCO MAT PINK,1,2011-04-01 10:34:00,8.25,17965.0,United Kingdom
142311,548567,23049,RECYCLED ACAPULCO MAT RED,1,2011-04-01 10:34:00,8.25,17965.0,United Kingdom
142312,548567,23052,RECYCLED ACAPULCO MAT TURQUOISE,1,2011-04-01 10:34:00,8.25,17965.0,United Kingdom
142313,548567,23050,RECYCLED ACAPULCO MAT GREEN,1,2011-04-01 10:34:00,8.25,17965.0,United Kingdom
142314,548567,23054,RECYCLED ACAPULCO MAT LAVENDER,1,2011-04-01 10:34:00,8.25,17965.0,United Kingdom
